Length,MW,Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,CrossCorr,AutoCorr,MaxMoment,GlobalAvgDescValue,Slope,Intercept,Antiviral
33,3518.08,2.986,0.000848758,10.40844727,7.209090909,0.03030303,132.7272727,0.853939394,0.424242424,0.899136364,0.899136364,0.287137402,0.105757576,0.006510591,0.248593185,1
33,3375.93,2.031,0.000601612,10.421875,7.509090909,0,141.5151515,0.282121212,0.484848485,0.851178788,0.851178788,0.244737532,0.234848485,-0.002058651,0.367083082,1
33,3454.04,2.988,0.000865074,10.69042969,7.221212121,0,141.5151515,0.702727273,0.454545455,0.922345455,0.922345455,0.236065489,0.138181818,0.002501337,0.278440586,1
33,3396.99,2.988,0.000879602,10.69042969,4.936363636,0,141.5151515,0.473030303,0.454545455,0.910890909,0.910890909,0.209660953,0.176363636,0.001261076,0.305895766,1
33,3503.11,2.986,0.000852385,10.40844727,0.045454545,0.03030303,144.5454545,0.536969697,0.454545455,0.936636364,0.936636364,0.268936835,0.173939394,0.007548803,0.222665993,1
33,3503.11,2.986,0.000852385,10.40844727,0.045454545,0.03030303,144.5454545,0.536969697,0.454545455,0.936636364,0.936636364,0.261860037,0.173939394,0.006124354,0.226447334,1
33,3397.93,0.989,0.00029106,9.729492188,7.509090909,0,141.5151515,0.511212121,0.454545455,0.85930303,0.85930303,0.179838943,0.199393939,-0.000669785,0.340624484,1
33,3502.13,3.986,0.001138164,10.76464844,7.221212121,0.03030303,144.5454545,0.473939394,0.454545455,0.930527273,0.930527273,0.238114459,0.177575758,0.0044731,0.239948802,1
33,3419.98,2.031,0.000593863,10.421875,7.509090909,0,141.5151515,0.388181818,0.454545455,0.839606061,0.839606061,0.242484625,0.214545455,0.00289807,0.273117598,1
33,3375.93,2.031,0.000601612,10.421875,7.509090909,0,141.5151515,0.282121212,0.484848485,0.851178788,0.851178788,0.224200682,0.234848485,-0.002927399,0.381879967,1
33,3488.1,3.986,0.001142742,10.76464844,7.221212121,0.03030303,141.5151515,0.500606061,0.454545455,0.9078,0.9078,0.216431167,0.168484848,0.003394817,0.258444875,1
33,3418.01,2.031,0.000594205,10.421875,7.509090909,0,150.3030303,0.187878788,0.484848485,0.87619697,0.87619697,0.27117372,0.249393939,0.000614858,0.316281161,1
35,4280.78,-3.01,-0.000703143,4.324951172,54.52857143,0.085714286,92,2.468285714,0.342857143,1.054725714,1.054725714,0.258410559,-0.157142857,-0.001023117,0.367107994,1
35,4322.82,-4.009,-0.000927404,4.202880859,50.23428571,0.085714286,92,2.565714286,0.342857143,1.069445714,1.069445714,0.290736653,-0.173142857,-0.006160474,0.462755467,1
35,4185.64,-4.01,-0.000958037,3.961425781,60.97714286,0.114285714,92,1.766571429,0.371428571,0.861331429,0.861331429,0.097064335,0.004,0.001408889,0.303947204,1
35,4209.7,-4.01,-0.000952562,4.043457031,54.52857143,0.085714286,100.2857143,1.981142857,0.371428571,0.918222857,0.918222857,0.162230698,-0.058857143,-0.000534261,0.337907721,1
35,4336.85,-4.009,-0.000924404,4.202880859,55.73714286,0.085714286,92,2.534285714,0.342857143,1.072705714,1.072705714,0.326294702,-0.175142857,-0.008808816,0.519323628,1
35,4266.76,-3.01,-0.000705453,4.274902344,54.52857143,0.085714286,92,2.522857143,0.342857143,1.062222857,1.062222857,0.231649157,-0.161714286,0.000169785,0.340057753,1
35,4228.7,-5.01,-0.001184761,3.810791016,56.95428571,0.114285714,100.2857143,1.737428571,0.4,0.89508,0.89508,0.145094321,0.018285714,-0.000853435,0.345197279,1
35,4280.78,-3.01,-0.000703143,4.324951172,54.52857143,0.085714286,92,2.468285714,0.342857143,1.054725714,1.054725714,0.287831817,-0.157142857,-0.003173584,0.403723515,1
35,4409.9,-4.009,-0.000909091,4.202880859,58.16285714,0.114285714,80.85714286,2.608285714,0.314285714,1.05688,1.05688,0.3259808,-0.183428571,-0.011705703,0.574630321,1
16,1960.43,5.372,0.002740215,10.77148438,78.66875,0.125,66.875,3.18,0.5,2.370925,2.370925,0.235575125,-0.3325,-0.009910222,0.456722933,1
36,4079,8.101,0.001986026,10.03442383,31.6,0.055555556,56.66666667,1.677222222,0.333333333,1.102558333,1.102558333,0.12215199,-0.2025,-0.006166098,0.48337868,1
36,4079.99,7.101,0.001740445,9.769287109,31.6,0.055555556,56.66666667,1.7125,0.333333333,1.0977,1.0977,0.121233927,-0.199444444,-0.006250331,0.48528796,1
30,3489.05,3.877,0.001111191,11.21386719,61.55333333,0.066666667,55,2.867666667,0.333333333,1.390876667,1.390876667,0.208815669,-0.220333333,-0.001152465,0.414491673,1
30,3275.68,-0.32,-9.77E-05,6.234375,31.85333333,0.033333333,78,2.269333333,0.4,1.083736667,1.083736667,0.143030692,-0.125,0.007793076,0.207086283,1
30,3347.83,3.029,0.000904765,10.77636719,49.99666667,0.1,91,1.534,0.366666667,1.056956667,1.056956667,0.211570649,0.021,-0.01174041,0.535219836,1
15,1917.1,0.99,0.000516405,10.7421875,82.45333333,0.4,0,1.273333333,0.2,0.947126667,0.947126667,0.187900723,0.187333333,-0.032403566,0.599541989,1
37,4890.68,4.989,0.001020104,10.49365234,60.47837838,0.162162162,39.45945946,3.837027027,0.243243243,1.618,1.618,0.407471756,-0.528648649,0.003335372,0.454233992,1
37,4686.25,3.99,0.000851427,11.60571289,79.07567568,0.189189189,42.16216216,3.334054054,0.27027027,1.545927027,1.545927027,0.205996938,-0.298108108,0.000724429,0.31137894,1
35,4298.81,-0.014,-3.26E-06,6.9375,56.34314286,0.114285714,75.14285714,2.401714286,0.257142857,0.984062857,0.984062857,0.367856006,-0.176571429,-0.001304682,0.451656784,1
35,4227.73,-0.014,-3.31E-06,6.9375,44.87457143,0.114285714,75.14285714,2.216571429,0.257142857,0.970002857,0.970002857,0.372934885,-0.138571429,-0.002317045,0.456807018,1
33,3930.33,-2.013,-0.000512171,4.162597656,59.61242424,0.121212121,79.6969697,1.957878788,0.272727273,0.867151515,0.867151515,0.299503022,-0.02969697,0.004001834,0.32949771,1
35,4185.73,-0.014,-3.34E-06,6.9375,39.37171429,0.114285714,86.28571429,1.832857143,0.285714286,0.984788571,0.984788571,0.315042578,-0.051428571,-0.006942787,0.503869843,1
36,4396.87,-1.971,-0.000448273,4.588867188,43.81972222,0.138888889,83.88888889,1.850833333,0.277777778,0.841669444,0.841669444,0.254692253,0.001944444,0.005554523,0.247004264,1
35,4227.73,-0.014,-3.31E-06,6.9375,44.87457143,0.114285714,75.14285714,2.216571429,0.257142857,0.970002857,0.970002857,0.380157904,-0.138571429,-0.005091216,0.495249209,1
33,4001.45,-1.014,-0.000253408,4.607910156,59.61242424,0.121212121,79.6969697,2.154545455,0.272727273,0.928351515,0.928351515,0.256372215,-0.08969697,-0.001352909,0.415309167,1
35,4263.81,0.987,0.000231483,9.4453125,60.63742857,0.085714286,75.14285714,2.556285714,0.257142857,1.046417143,1.046417143,0.350620439,-0.226857143,0.001520663,0.427567666,1
35,4322.87,-0.013,-3.01E-06,7,68.29457143,0.114285714,75.14285714,2.390857143,0.257142857,1.05028,1.05028,0.329430887,-0.182857143,0.001951153,0.428852121,1
33,3959.42,-0.014,-3.54E-06,6.9375,43.72454545,0.121212121,67.87878788,2.242121212,0.242424242,0.925684848,0.925684848,0.332732148,-0.139393939,-0.010361611,0.559477615,1
35,4310.73,-1.971,-0.000457231,4.588867188,57.34028571,0.142857143,75.14285714,2.129142857,0.257142857,0.851717143,0.851717143,0.313984078,-0.052285714,0.010885164,0.1855798,1
35,4297.87,1.985,0.000461857,9.804931641,60.63742857,0.114285714,75.14285714,2.365714286,0.257142857,1.032702857,1.032702857,0.399155141,-0.198285714,-5.05E-05,0.441614021,1
35,4297.87,1.985,0.000461857,9.804931641,60.63742857,0.114285714,75.14285714,2.365714286,0.257142857,1.032702857,1.032702857,0.370644661,-0.198285714,0.001337475,0.427539935,1
20,1945.21,1.029,0.000528992,9.740234375,-16.865,0.05,88,-0.384,0.45,0.506945,0.506945,0.17916979,0.3875,0.018302128,0.089404296,1
22,2254.47,2.525,0.001119997,8.981933594,92.67727273,0.045454545,4.545454545,2.554090909,0.227272727,0.550622727,0.550622727,0.179992794,-0.184090909,0.016684218,0.060283242,1
20,2247.56,1.99,0.000885405,10.6796875,-10.92,0.15,73.5,1.0385,0.35,1.07176,1.07176,0.374002824,0.093,0.011683493,0.432372666,1
20,2243.57,1.99,0.000886979,10.6796875,-12.845,0.15,73.5,0.91,0.35,1.072355,1.072355,0.364073385,0.1015,0.01216729,0.427562084,1
20,2231.52,1.99,0.000891769,10.6796875,-10.92,0.15,54,1.2845,0.3,1.01198,1.01198,0.359294285,0.044,0.01682961,0.362491495,1
20,2230.58,1.99,0.000892145,10.6796875,8.925,0.15,73.5,0.7065,0.35,1.04206,1.04206,0.323876423,0.138,0.026018077,0.226208693,1
20,2188.49,0.99,0.000452367,9.83984375,-16.615,0.15,73.5,0.2925,0.35,0.75998,0.75998,0.380807837,0.224,0.01579478,0.25938721,1
20,2231.52,1.99,0.000891769,10.6796875,-16.305,0.15,54,1.2845,0.3,0.97448,0.97448,0.360888683,0.029,0.007371281,0.431687395,1
20,2243.58,1.99,0.000886975,10.6796875,-12.845,0.15,73.5,0.91,0.35,1.072355,1.072355,0.371647663,0.1015,0.004334575,0.494794949,1
20,2231.52,1.99,0.000891769,10.6796875,-17.09,0.15,54,1.2845,0.3,1.01198,1.01198,0.353892868,0.044,0.004779491,0.485280077,1
20,2216.51,0.99,0.000446648,10.01367188,-21.335,0.15,73.5,0.761,0.35,0.95998,0.95998,0.415580825,0.174,0.002988702,0.504037958,1
20,2287.63,1.99,0.000869896,10.6796875,-12.845,0.15,73.5,1.0855,0.35,1.06096,1.06096,0.383277484,0.075,0.009510674,0.459839617,1
20,2273.6,1.99,0.000875264,10.6796875,-17.09,0.15,68.5,1.129,0.3,1.05326,1.05326,0.376804497,0.068,0.009010023,0.463344177,1
20,2197.51,1.99,0.00090557,10.6796875,-9.575,0.1,73.5,1.1875,0.3,1.00048,1.00048,0.380053254,0.039,0.004002365,0.495805933,1
20,2273.6,1.99,0.000875264,10.6796875,-14.76,0.15,68.5,1.129,0.3,1.05326,1.05326,0.388830391,0.068,0.010375048,0.457722306,1
20,2215.57,2.989,0.001349088,11.57226563,-30.965,0.15,73.5,0.698,0.35,1.0451,1.0451,0.327599357,0.136,0.00674044,0.454531007,1
20,2273.6,1.99,0.000875264,10.6796875,-10.515,0.15,68.5,1.129,0.3,1.05326,1.05326,0.376282621,0.068,0.010176423,0.446748565,1
20,2518.99,5.835,0.002316405,12.12939453,34.355,0.15,68.5,3.0015,0.35,1.98703,1.98703,0.464525278,-0.298,0.006617441,0.597868698,1
20,2215.57,2.989,0.001349088,11.57226563,-6.675,0.15,73.5,0.698,0.35,1.0451,1.0451,0.400604754,0.136,0.008400247,0.473164736,1
22,2037.44,1.031,0.000506027,12.25,-5.890909091,0,142.2727273,-1.497272727,0.636363636,0.617140909,0.617140909,0.026081216,0.607727273,-0.001737453,0.225203211,1
20,2318.76,-0.012,-5.18E-06,6.9375,2.625,0.15,88,0.1975,0.55,0.88041,0.88041,0.17675846,0.243,-0.002961881,0.354819615,1
20,2008.46,1.987,0.000989315,10.45898438,30.465,0.05,175.5,-1.6025,0.45,0.946765,0.946765,0.331005658,0.5615,-0.034961847,0.730367372,1
12,1428.64,0.99,0.000692967,10.7421875,-15.55,0.166666667,114.1666667,0.58,0.416666667,1.174991667,1.174991667,0.564939513,0.239166667,-0.041409348,0.880778804,1
14,1703.99,1.99,0.001167847,11.40039063,-22.63571429,0.214285714,97.85714286,0.680714286,0.428571429,1.270707143,1.270707143,0.546673456,0.183571429,-0.042183139,0.881410157,1
16,1903.24,2.989,0.00157048,11.57226563,-18.55625,0.1875,91.875,0.829375,0.4375,1.27651875,1.27651875,0.467287588,0.105625,-0.024319931,0.784214942,1
20,1959.58,0.836,0.000426622,8.759765625,45.7,0,248.5,-3.453,0.7,0.961525,0.961525,0.170066616,0.9005,-0.007239735,0.197956113,1
20,2528.92,1.987,0.000785711,10.23193359,73.48,0.2,92.5,1.341,0.25,1.211105,1.211105,0.487350048,0.0125,-0.010661685,0.772809657,1
20,2497.79,-1.012,-0.000405158,4.435058594,85.4205,0.1,78,2.765,0.3,1.016585,1.016585,0.451024111,-0.1945,0.007809404,0.437968966,1
20,2498.81,1.989,0.000795979,10.6796875,56.72,0.15,68,2.3065,0.2,1.18138,1.18138,0.341982386,-0.164,0.034306747,0.199013477,1
22,2673.15,1.986,0.000742944,9.969238281,71.59090909,0.090909091,88.63636364,2.567272727,0.363636364,1.539072727,1.539072727,0.172486089,-0.23,0.006418862,0.174068592,1
18,2101.46,2.989,0.001422344,11.57226563,-15.38333333,0.166666667,81.66666667,0.88,0.388888889,1.135622222,1.135622222,0.412909048,0.097777778,-0.007201695,0.649265339,1
20,2417.74,2.988,0.001235865,11.81347656,80.305,0.15,83,2.5395,0.3,1.530255,1.530255,0.543913096,-0.1505,-0.026562682,0.791502577,1
20,2264.6,3.833,0.001692573,11.2890625,79.27,0.1,44,2.2665,0.25,1.095195,1.095195,0.425044505,-0.1465,0.04376077,0.113167167,1
20,2230.66,2.031,0.000910493,11.40039063,-9.635,0,165.5,0.5755,0.5,1.170335,1.170335,0.058541827,0.1825,-0.007266872,0.376356185,1
20,2513.89,5.836,0.002321502,12.28442383,86.62,0.1,39,4.4595,0.15,2.058875,2.058875,0.287908178,-0.5365,-0.014765017,0.763310174,1
22,2507.11,6.028,0.002404362,12.42578125,49.15454545,0.045454545,133.1818182,1.107272727,0.545454545,1.611095455,1.611095455,0.101071524,0.030454545,0.003382244,0.200593507,1
12,1467.71,2.115,0.00144102,12.84375,96.85833333,0.083333333,40.83333333,1.444166667,0.25,0.502483333,0.502483333,0.226136253,-0.01,0.013437954,0.078976035,1
21,2475.92,1.918,0.000774662,9.668945313,85.4047619,0.095238095,97.61904762,1.441428571,0.428571429,1.173871429,1.173871429,0.18315477,-0.005238095,-0.017837375,0.452267236,1
22,2579.07,1.764,0.000683967,8.876953125,81.97727273,0.090909091,93.18181818,1.317727273,0.454545455,1.124336364,1.124336364,0.177806762,0.008181818,-0.014691543,0.428149191,1
20,2368.79,1.764,0.000744684,8.876953125,83.315,0.1,83,1.6955,0.45,1.17555,1.17555,0.142152732,-0.052,-0.006412694,0.303731118,1
13,1620.04,0.988,0.000609861,9.650390625,2.7,0.230769231,210,-2.167692308,0.692307692,1.120438462,1.120438462,0.143430224,0.665384615,-0.011405169,0.251247526,1
12,1548.96,0.988,0.000637847,9.650390625,2.091666667,0.25,219.1666667,-2.1975,0.666666667,1.181775,1.181775,0.110645226,0.669166667,-0.029718648,0.355827725,1
11,1435.8,0.988,0.000688118,9.650390625,9.090909091,0.272727273,203.6363636,-1.95,0.636363636,1.111027273,1.111027273,0.131248249,0.602727273,-0.051246446,0.448099934,1
15,1854.29,0.988,0.000532818,9.650390625,3.673333333,0.266666667,182,-1.850666667,0.666666667,1.069206667,1.069206667,0.114380258,0.644666667,-0.008862875,0.250653171,1
15,1840.26,0.988,0.000536881,9.650390625,3.673333333,0.266666667,175.3333333,-1.792,0.666666667,1.069206667,1.069206667,0.186069884,0.644666667,-0.011079446,0.3068626,1
10,1307.63,-0.012,-9.18E-06,6.75,9,0.3,224,-2.7,0.7,0.99713,0.99713,0.111250576,0.813,-0.064401671,0.462629613,1
18,2268.56,-1.164,-0.000513101,4.31640625,30.52222222,0.222222222,86.66666667,1.576666667,0.388888889,1.167177778,1.167177778,0.582538593,0.08,-0.033726468,0.878139952,1
18,2326.59,-2.163,-0.000929687,4.071289063,38.87222222,0.222222222,81.11111111,2.055555556,0.333333333,1.176244444,1.176244444,0.5143536,0.004444444,-0.038544901,0.813333394,1
18,2254.53,-1.164,-0.000516294,4.31640625,8.7,0.222222222,81.11111111,1.625,0.333333333,1.158622222,1.158622222,0.575434547,0.072222222,-0.034232487,0.871309001,1
18,2324.66,-1.164,-0.000500718,4.31640625,14.46111111,0.222222222,108.3333333,1.355,0.388888889,1.254711111,1.254711111,0.622413238,0.123333333,-0.030901062,0.916697574,1
18,2324.66,-1.164,-0.000500718,4.31640625,21.31666667,0.222222222,108.3333333,1.355,0.388888889,1.213044444,1.213044444,0.607020731,0.106666667,-0.031988169,0.901775895,1
18,2284.56,-1.164,-0.000509507,4.31640625,32.57222222,0.222222222,81.11111111,1.866111111,0.333333333,1.147622222,1.147622222,0.54219318,0.035555556,-0.036599643,0.839563191,1
18,2296.61,-1.164,-0.000506834,4.31640625,9.744444444,0.222222222,97.22222222,1.452777778,0.388888889,1.213044444,1.213044444,0.607020731,0.106666667,-0.031988169,0.901775895,1
18,2324.66,-1.164,-0.000500718,4.31640625,27.61666667,0.222222222,108.3333333,1.355,0.388888889,1.213044444,1.213044444,0.606560964,0.106666667,-0.025771509,0.853287346,1
18,2310.64,-1.164,-0.000503757,4.31640625,27.61666667,0.222222222,102.7777778,1.403888889,0.388888889,1.213044444,1.213044444,0.606560964,0.106666667,-0.025771509,0.853287346,1
18,2324.66,-1.164,-0.000500718,4.31640625,34.47222222,0.222222222,108.3333333,1.355,0.388888889,1.171377778,1.171377778,0.591115651,0.09,-0.026852314,0.838258788,1
18,2310.64,-1.164,-0.000503757,4.31640625,34.47222222,0.222222222,102.7777778,1.403888889,0.388888889,1.171377778,1.171377778,0.591115651,0.09,-0.026852314,0.838258788,1
20,2454.77,-1.164,-0.000474179,4.31640625,14.015,0.2,92.5,1.3865,0.35,1.14238,1.14238,0.546573626,0.126,-0.01685256,0.808486131,1
19,2367.69,-1.164,-0.000491618,4.31640625,14.22631579,0.210526316,97.36842105,1.280526316,0.368421053,1.2008,1.2008,0.584814303,0.142105263,-0.026606428,0.898926119,1
19,2411.74,-1.164,-0.000482639,4.31640625,14.22631579,0.210526316,97.36842105,1.465263158,0.368421053,1.188805263,1.188805263,0.592091062,0.114210526,-0.030539703,0.914288515,1
20,2597.95,-1.164,-0.000448046,4.31640625,6.5,0.25,92.5,1.2755,0.35,1.16217,1.16217,0.585047712,0.149,-0.031214556,0.919012487,1
18,2310.64,-1.164,-0.000503757,4.31640625,-3.094444444,0.222222222,102.7777778,1.403888889,0.388888889,1.254711111,1.254711111,0.160203666,0.123333333,0.016496762,0.309301858,1
14,1833.12,-1.163,-0.000634437,4.172363281,31.85714286,0.214285714,132.1428571,0.755714286,0.428571429,1.289457143,1.289457143,0.672233096,0.257142857,-0.041721733,0.981410461,1
18,2310.64,-1.164,-0.000503757,4.31640625,60.37777778,0.222222222,102.7777778,1.403888889,0.388888889,1.254711111,1.254711111,0.622413238,0.123333333,0.030901062,0.391379518,1
18,2310.64,-1.164,-0.000503757,4.31640625,12.11111111,0.222222222,102.7777778,1.403888889,0.388888889,1.254711111,1.254711111,0.654327729,0.123333333,-0.010858281,0.738572721,1
18,2310.64,-1.164,-0.000503757,4.31640625,-3.622222222,0.222222222,102.7777778,1.403888889,0.388888889,1.254711111,1.254711111,0.586003603,0.123333333,-0.025101374,0.831771116,1
18,2282.63,-0.164,-7.18E-05,6.15625,32.57222222,0.222222222,97.22222222,1.171111111,0.388888889,1.1811,1.1811,0.571586842,0.152222222,-0.037924102,0.902054703,1
18,2282.63,-0.164,-7.18E-05,6.15625,38.55555556,0.222222222,97.22222222,1.171111111,0.388888889,1.1811,1.1811,0.570116867,0.152222222,-0.035653625,0.872836065,1
18,2266.63,-0.164,-7.24E-05,6.15625,9.744444444,0.222222222,113.3333333,0.85,0.444444444,1.291511111,1.291511111,0.57527414,0.225555556,-0.033607296,0.845394056,1
18,2344.67,-0.968,-0.000412851,5.232421875,12.2,0.277777778,113.3333333,0.115555556,0.388888889,0.887044444,0.887044444,0.423638302,0.346666667,0.003740098,0.433423166,1
18,2254.57,-0.164,-7.27E-05,6.15625,27.85555556,0.222222222,91.66666667,1.266111111,0.388888889,1.141094444,1.141094444,0.56338848,0.128333333,-0.037304894,0.877877173,1
18,2294.57,-1.01,-0.00044017,4.316894531,25.16111111,0.222222222,102.7777778,1.663888889,0.333333333,1.251838889,1.251838889,0.636730769,0.097222222,-0.030171866,0.921953938,1
18,2363.68,-0.01,-4.23E-06,6.9375,14.46111111,0.222222222,102.7777778,2.303888889,0.333333333,1.597261111,1.597261111,0.717211479,-0.031666667,-0.019467768,0.935214364,1
18,2336.61,-2.009,-0.000859793,4.071289063,56.98333333,0.222222222,102.7777778,1.853333333,0.333333333,1.280461111,1.280461111,0.654741393,0.066111111,-0.028585089,0.92708658,1
18,2270.48,-5.162,-0.002273528,3.125976563,12.11111111,0.222222222,102.7777778,1.129444444,0.388888889,0.857911111,0.857911111,0.551527755,0.254444444,-0.011539186,0.692906732,1
18,2309.7,0.835,0.000361519,8.728515625,9.744444444,0.222222222,102.7777778,1.333888889,0.388888889,1.349288889,1.349288889,0.65428155,0.081111111,-0.01883262,0.871161992,1
18,2392.83,2.836,0.001185207,11.11621094,49.91666667,0.222222222,102.7777778,2.092777778,0.388888889,1.859155556,1.859155556,0.774684884,-0.054444444,-0.019787646,1.055146588,1
18,2391.89,4.835,0.002021414,11.875,56.45555556,0.222222222,102.7777778,2.022777778,0.388888889,1.953733333,1.953733333,0.763945004,-0.096666667,-0.022094193,1.06731116,1
18,2432.99,6.835,0.0028093,12.58886719,88.27777778,0.222222222,102.7777778,2.367222222,0.388888889,2.255955556,2.255955556,0.820263815,-0.185555556,-0.037009155,1.246630811,1
28,3316.69,0.99,0.00029849,9.645019531,84.25,0.035714286,87.14285714,3.531428571,0.25,1.355792857,1.355792857,0.362082886,-0.362142857,0.02043032,0.178946015,1
28,3267.7,-1.009,-0.00030878,4.77734375,67.40357143,0.035714286,115,2.582142857,0.357142857,1.381975,1.381975,0.222607078,-0.153928571,0.009657495,0.21339627,1
36,4155.6,-2.009,-0.000483444,4.480224609,67.75,0.027777778,100.2777778,3.0375,0.305555556,1.25475,1.25475,0.217699185,-0.236111111,0.012062477,0.198769003,1
36,4153.67,-1.009,-0.000242918,4.81640625,67.75,0.027777778,111.1111111,2.658611111,0.333333333,1.286694444,1.286694444,0.242055959,-0.172222222,0.013421867,0.182003194,1
36,4154.61,-1.009,-0.000242863,4.81640625,67.75,0.027777778,100.2777778,2.979722222,0.305555556,1.269983333,1.269983333,0.272230338,-0.224444444,0.011792331,0.219623517,1
36,4103.58,-0.015,-3.66E-06,6.875,45.60833333,0.055555556,91.94444444,2.173611111,0.305555556,0.889641667,0.889641667,0.285492486,-0.101944444,0.018456951,0.109887142,1
36,4064.56,0.987,0.000242831,9.527832031,53.97777778,0.027777778,94.72222222,2.370833333,0.305555556,0.973672222,0.973672222,0.346775737,-0.142222222,0.014294096,0.248322385,1
7,803.87,1.99,0.002475525,13.55078125,161.6285714,0,55.71428571,4.507142857,0.142857143,1.3726,1.3726,0.496530151,-0.448571429,0,0,1
6,839.02,1.835,0.002187075,10.04296875,81.56666667,0.5,16.66666667,-0.863333333,0.5,0.911783333,0.911783333,0.450102173,0.371666667,0,0,1
11,1387.59,1.988,0.0014327,10.42480469,137.9181818,0.090909091,80,4.012727273,0.272727273,1.826363636,1.826363636,0.53983604,-0.478181818,0.093016806,0.102533383,1
29,3074.72,2.063,0.000670955,8.120361328,25.8,0.068965517,84.13793103,0.163103448,0.517241379,0.8667,0.8667,0.071308335,0.210689655,0.002795958,0.174082819,1
15,1795.06,3.031,0.001688523,13.55859375,-5.066666667,0.133333333,58.66666667,1.944,0.266666667,1.087573333,1.087573333,0.199666053,-0.029333333,0.066950319,-0.106214713,1
31,3339.96,0.064,1.92E-05,7.434082031,45.60322581,0.096774194,72.25806452,0.331290323,0.516129032,0.68366129,0.68366129,0.184000466,0.23,0.005339148,0.169512346,1
30,3124.74,2.063,0.000660215,8.120361328,16.16666667,0.066666667,71.33333333,0.453666667,0.466666667,0.822156667,0.822156667,0.092969274,0.173666667,0.008500219,0.131904847,1
18,2031.35,1.919,0.000944692,10.75390625,42.50555556,0.166666667,75.55555556,0.507222222,0.444444444,0.948838889,0.948838889,0.179041969,0.267222222,0.021100198,0.093214547,1
21,2184.55,-0.628,-0.000287473,5.625,29.77619048,0.19047619,74.28571429,-0.943333333,0.571428571,0.603395238,0.603395238,0.152775771,0.506190476,0.000396803,0.210323538,1
20,2188.5,-0.318,-0.000145305,5.765625,13.915,0.2,53.5,-0.5095,0.4,0.54253,0.54253,0.211075464,0.401,0.022332427,0.007377492,1
36,4357.68,-4.967,-0.001139827,4.154052734,58.78055556,0.055555556,89.44444444,3.164444444,0.25,0.96735,0.96735,0.361995357,-0.238888889,-0.008324286,0.50371719,1
36,4187.81,0.99,0.0002364,9.453125,48.89444444,0.111111111,79.16666667,1.612777778,0.416666667,0.998319444,0.998319444,0.5365245,-0.115833333,-0.006344566,0.670641121,1
36,4415.71,-5.967,-0.001351312,4.063598633,58.78055556,0.055555556,86.66666667,3.403888889,0.222222222,0.971883333,0.971883333,0.381442422,-0.276666667,-0.013604746,0.618838455,1
10,1495.83,4.835,0.003232319,12.41162109,108.53,0.3,0,4.458,0.3,2.49684,2.49684,0.352578764,-0.61,0.080801721,0.066619733,1
13,1718.11,4.989,0.002903772,12.42285156,18.7,0.153846154,112.3076923,3.489230769,0.461538462,2.615576923,2.615576923,0.96254787,-0.373076923,-0.045813491,1.162259143,1
20,2352.54,-0.039,-1.66E-05,7.3359375,62.82,0.05,5,3.411,0.2,0.66545,0.66545,0.177603465,-0.365,-0.023005276,0.538411256,1
37,3927.44,-0.935,-0.000238069,5.9453125,60.26486486,0.054054054,52.7027027,2.026486486,0.378378378,0.973032432,0.973032432,0.157756543,-0.061621622,-0.003046916,0.294168724,1
